Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,unit,top_units,top_units_rank,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_GROUP,0.08067758697007435,9.338692929099435e-05,0.0,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
subj_TYPE,4.167437086815536e-05,1.8666533055133947e-06,1.0396635389526752e-110,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
subj_ANIM,5.633947074194556e-06,6.931705261490719e-07,2.185871075614277e-16,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
subj_GEN,1.9046838323585487e-05,1.2179132478780645e-06,1.9771266645174825e-55,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
subj_NUM,4.8295539155399496e-05,1.9749178700890894e-06,2.2561146516843443e-132,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
subj_PERS,0.00038478059798861277,6.777118653075971e-06,0.0,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
subj_ZIPF,0.0,0.0,1.0,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
sentence_TENSE,2.586340582944396e-06,4.925725592442998e-07,7.576962225312123e-08,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
verb_ZIPF,0.0,0.0,1.0,0.04968691512982999,0.0055469664204211054,0.8789923460958083,0.9375462810545981,427,8,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,9,True,False,Multivariate
