Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,unit,top_units,top_units_rank,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_GROUP,0.0756753685924191,0.00010355581782711632,0.0,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_TYPE,6.37855095923992e-24,6.3785509592399194e-24,0.15865525393145702,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_ANIM,3.960444051774215e-05,1.9790444170925736e-06,2.1689420799258172e-89,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_GEN,8.217778914573799e-06,9.973207836427854e-07,8.620954811447655e-17,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_NUM,1.4604658558549734e-05,1.2754979613646214e-06,1.1735294908894305e-30,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_PERS,2.811824153672398e-06,4.861408528303559e-07,3.647895930379534e-09,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_ZIPF,6.37855095923992e-24,6.3785509592399194e-24,0.15865525393145702,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
sentence_TENSE,2.7540374882974194e-06,5.631291196260658e-07,5.026534410715482e-07,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
verb_ZIPF,4.5635851472224207e-07,2.6267292135959044e-07,0.04116145815803435,0.056559885065512586,0.007587039809238007,0.8336315276071184,0.9130408991855602,333,3,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
