Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,unit,top_units,top_units_rank,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_GROUP,0.10821714429235169,0.00011850437925785307,0.0,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_TYPE,0.00031775908390721346,5.556589422769483e-06,0.0,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_ANIM,7.967452342140403e-05,2.792147156450044e-06,2.142859878656336e-179,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_GEN,5.0925106916198115e-05,2.2913266930431425e-06,9.808699055968021e-110,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_NUM,0.00011516811003376557,3.3193782644701497e-06,4.575544691480656e-264,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_PERS,5.754604611023636e-05,2.2849689713459104e-06,2.953379174678499e-140,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_ZIPF,0.0,0.0,1.0,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
sentence_TENSE,2.1508231660469946e-05,1.456555533138144e-06,1.2044577933319558e-49,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
verb_ZIPF,0.0,0.0,1.0,0.05333068267434762,0.006520289921899955,0.8931934755682455,0.9450963063368912,105,17,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
