Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,unit,top_units,top_units_rank,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_GROUP,0.04453959998924514,9.396646574996492e-05,0.0,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_TYPE,0.0037828916092990726,2.7439507462917342e-05,0.0,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_ANIM,0.000184128206825644,5.995561777090228e-06,2.0449672615782947e-207,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_GEN,4.4402483712648454e-05,2.9114828264171033e-06,8.129642916111086e-53,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_NUM,0.0005237404793893691,1.0064542321770442e-05,0.0,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_PERS,0.0007247147191822851,1.334709856768844e-05,0.0,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
subj_ZIPF,3.3543423135344785e-06,8.267391892874658e-07,2.4819926577955703e-05,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
sentence_TENSE,0.0005306403298344304,1.0259955422333118e-05,0.0,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
verb_ZIPF,0.00041384604979518544,9.35421378520305e-06,0.0,0.09300346976934946,0.013151845955608827,0.6586661221667588,0.8116188515450838,362,768,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,7,True,False,Multivariate
