Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,unit,top_units,top_units_rank,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_GROUP,0.021972061438150316,4.993768337993602e-05,0.0,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
subj_TYPE,0.0002737651231126436,5.373659338143911e-06,0.0,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
subj_ANIM,1.3833630452525614e-06,3.774683250751507e-07,0.00012374402976241466,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
subj_GEN,4.554456883953801e-06,6.275533555138764e-07,1.9718191332314103e-13,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
subj_NUM,5.197702574917903e-06,7.276340595298665e-07,4.556087511454043e-13,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
subj_PERS,0.0026764701182796858,2.5470211547986094e-05,0.0,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
subj_ZIPF,0.0,0.0,1.0,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
sentence_TENSE,0.0001466373247580047,3.88464050316407e-06,0.0,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
verb_ZIPF,4.224853271778854e-05,2.099648403334245e-06,2.3814298547843384e-90,0.06331599571239549,0.00688624278058882,0.641214236000005,0.8007749879852806,517,148,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,12,True,False,Multivariate
