Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,unit,top_units,top_units_rank,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_GROUP,0.11561149734387578,0.00011420936989228559,0.0,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
subj_TYPE,4.4203790715292095e-05,1.9099316978058174e-06,8.320323757507559e-119,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
subj_ANIM,0.0,0.0,1.0,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
subj_GEN,4.585286028620371e-05,1.9020747349199773e-06,1.06161804519664e-128,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
subj_NUM,8.805509573498136e-06,8.280368670097826e-07,1.0329713929204408e-26,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
subj_PERS,0.0,0.0,1.0,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
subj_ZIPF,0.0,0.0,1.0,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
sentence_TENSE,1.043167787573924e-05,9.27121109965497e-07,1.1360029794484416e-29,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
verb_ZIPF,0.0,0.0,1.0,0.04914005971875708,0.005425565169804858,0.914486270537064,0.9562930992004486,57,14,R2,short_sentence,bert-base-uncased,0,,True,False,first-token,euclidean,8,True,False,Multivariate
